blue_win,game_duration,blue_kills,blue_deaths,blue_assists,blue_gold,blue_gold_15,blue_towers,blue_dragons,blue_barons,blue_vision_score,red_kills,red_deaths,red_assists,red_gold,red_gold_15,red_towers,red_dragons,red_barons,red_vision_score,kill_diff,gold_diff,gold_diff_15,tower_diff,dragon_diff,source
1,10,2,9,3,11695.0,22351.5,0,1,0,18,9,2,10,21313.0,27160.5,0,0,0,17,-7,-3206,-4809.0,0,1,kaggle
0,10,1,6,1,11342.0,21018.0,0,0,0,12,6,1,6,19352.0,25023.0,0,1,0,17,-5,-2670,-4005.0,0,-1,kaggle
0,10,4,8,5,14953.0,23869.5,0,0,0,15,8,4,9,17833.0,25309.5,0,0,0,13,-4,-960,-1440.0,0,0,kaggle
0,10,5,6,2,13390.0,22453.5,0,1,0,25,6,5,1,18127.0,24822.0,0,0,0,29,-1,-1579,-2368.5,0,1,kaggle
0,10,3,2,2,15184.0,22294.5,0,0,0,63,2,3,2,14221.0,21813.0,0,0,0,18,1,321,481.5,0,0,kaggle
0,10,5,8,6,15973.0,23977.5,0,0,0,18,8,5,4,16009.0,23995.5,0,0,0,14,-3,-12,-18.0,0,0,kaggle
0,10,9,10,7,17629.0,26110.5,0,0,0,22,10,9,13,16963.0,25777.5,0,0,0,21,-1,222,333.0,0,0,kaggle
0,10,5,3,5,16797.0,23743.5,0,0,0,18,3,5,2,13893.0,22291.5,0,1,0,20,2,968,1452.0,0,-1,kaggle
0,10,5,9,3,11911.0,22429.5,0,0,0,18,9,5,5,21037.0,26992.5,0,1,0,18,-4,-3042,-4563.0,0,-1,kaggle
1,10,13,3,8,26901.0,30583.5,0,1,0,14,3,13,0,7365.0,20815.5,0,0,0,16,10,6512,9768.0,0,1,kaggle
1,10,6,5,5,17693.0,25183.5,0,0,0,50,5,6,4,14981.0,23827.5,0,1,0,20,1,904,1356.0,0,-1,kaggle
1,10,13,5,14,25768.0,30604.5,0,1,0,19,5,13,5,9673.0,22557.0,0,0,0,12,8,5365,8047.5,0,1,kaggle
1,10,2,5,2,14173.0,22977.0,0,0,0,17,5,2,1,17608.0,24694.5,0,0,0,17,-3,-1145,-1717.5,0,0,kaggle
1,10,2,4,3,14194.0,22770.0,0,0,0,54,4,2,3,17152.0,24249.0,0,1,0,41,-2,-986,-1479.0,0,-1,kaggle
1,10,8,3,11,21919.0,27300.0,0,1,0,33,3,8,1,10762.0,21721.5,0,0,0,65,5,3719,5578.5,0,1,kaggle
0,10,5,5,5,15445.0,23469.0,0,0,0,14,5,5,2,16048.0,23770.5,0,1,0,19,0,-201,-301.5,0,-1,kaggle
0,10,5,7,6,14624.0,23620.5,0,0,0,15,7,5,6,17993.0,25305.0,0,1,0,16,-2,-1123,-1684.5,0,-1,kaggle
0,10,3,7,3,12228.0,22002.0,0,0,0,33,7,3,6,19548.0,25662.0,0,1,0,26,-4,-2440,-3660.0,0,-1,kaggle
1,10,8,3,7,24105.0,28977.0,0,0,0,20,3,8,1,9744.0,21796.5,0,1,0,33,5,4787,7180.5,0,-1,kaggle
1,10,10,7,8,19153.0,27453.0,0,1,0,19,7,10,8,16600.0,26176.5,0,0,0,19,3,851,1276.5,0,1,kaggle
0,10,5,6,6,13852.0,22750.5,0,1,0,20,6,5,8,17797.0,24723.0,0,0,0,49,-1,-1315,-1972.5,0,1,kaggle
0,10,3,8,4,12053.0,22995.0,0,0,0,14,8,3,12,21884.0,27910.5,1,1,0,17,-5,-3277,-4915.5,-1,-1,kaggle
0,10,2,5,1,12895.0,21868.5,0,1,0,21,5,2,3,17947.0,24394.5,0,0,0,18,-3,-1684,-2526.0,0,1,kaggle
0,10,5,12,7,13498.0,23742.0,0,0,0,11,12,5,12,20488.0,27237.0,0,1,0,16,-7,-2330,-3495.0,0,-1,kaggle
0,10,10,6,11,19511.0,27001.5,0,1,0,20,6,10,6,14981.0,24736.5,0,0,0,16,4,1510,2265.0,0,1,kaggle
0,10,5,4,4,19624.0,25957.5,1,0,0,19,4,5,2,12667.0,22479.0,0,1,0,17,1,2319,3478.5,1,-1,kaggle
1,10,11,4,10,22493.0,28059.0,0,0,0,15,4,11,4,11132.0,22378.5,0,0,0,15,7,3787,5680.5,0,0,kaggle
0,10,7,9,6,16541.0,25408.5,0,0,0,13,9,7,8,17735.0,26005.5,0,1,0,42,-2,-398,-597.0,0,-1,kaggle
1,10,5,3,5,20509.0,26467.5,2,1,0,17,3,5,3,11917.0,22171.5,0,0,0,77,2,2864,4296.0,2,1,kaggle
0,10,6,10,5,12992.0,23977.5,0,0,0,17,10,6,7,21971.0,28467.0,0,1,0,16,-4,-2993,-4489.5,0,-1,kaggle
0,10,12,9,11,19118.0,27487.5,0,0,0,18,9,12,7,16739.0,26298.0,0,1,0,10,3,793,1189.5,0,-1,kaggle
1,10,6,9,7,18334.0,27075.0,0,1,0,23,9,6,15,17482.0,26649.0,0,0,0,63,-3,284,426.0,0,1,kaggle
1,10,11,9,12,19724.0,27877.5,0,1,0,21,9,11,9,16307.0,26169.0,0,0,0,14,2,1139,1708.5,0,1,kaggle
0,10,2,7,4,11466.0,21550.5,0,0,0,20,7,2,8,20169.0,25902.0,0,0,0,16,-5,-2901,-4351.5,0,0,kaggle
0,10,7,4,7,18066.0,25114.5,0,1,0,18,4,7,8,14097.0,23130.0,0,0,0,13,3,1323,1984.5,0,1,kaggle
1,10,13,10,7,18923.0,27582.0,0,0,0,22,10,13,10,17318.0,26779.5,0,0,0,21,3,535,802.5,0,0,kaggle
0,10,4,5,3,15028.0,23565.0,0,0,0,46,5,4,4,17074.0,24588.0,0,1,0,17,-1,-682,-1023.0,0,-1,kaggle
0,10,6,4,10,18977.0,25912.5,0,0,0,89,4,6,4,13871.0,23359.5,0,1,0,15,2,1702,2553.0,0,-1,kaggle
0,10,7,8,9,16234.0,24934.5,0,0,0,39,8,7,10,17401.0,25518.0,0,1,0,17,-1,-389,-583.5,0,-1,kaggle
1,10,6,1,6,20652.0,26103.0,0,1,0,15,1,6,1,10902.0,21228.0,0,0,0,16,5,3250,4875.0,0,1,kaggle
1,10,7,3,6,20233.0,26332.5,0,1,0,36,3,7,3,12199.0,22315.5,0,0,0,16,4,2678,4017.0,0,1,kaggle
1,10,2,8,3,12690.0,22428.0,0,0,0,43,8,2,4,19476.0,25821.0,0,0,0,23,-6,-2262,-3393.0,0,0,kaggle
0,10,6,9,6,13691.0,23230.5,0,0,0,21,9,6,7,19079.0,25924.5,0,0,0,21,-3,-1796,-2694.0,0,0,kaggle
1,10,7,3,6,22178.0,27526.5,0,0,0,13,3,7,3,10697.0,21786.0,0,1,0,16,4,3827,5740.5,0,-1,kaggle
0,10,1,9,1,8264.0,20695.5,0,0,0,17,9,1,10,24863.0,28995.0,0,1,0,37,-8,-5533,-8299.5,0,-1,kaggle
1,10,6,7,3,15639.0,24361.5,0,0,0,19,7,6,5,17445.0,25264.5,0,0,0,19,-1,-602,-903.0,0,0,kaggle
1,10,6,5,5,18590.0,25597.5,0,0,0,20,5,6,5,14015.0,23310.0,0,1,0,17,1,1525,2287.5,0,-1,kaggle
1,10,8,0,6,23718.0,27913.5,0,0,0,20,0,8,0,8391.0,20250.0,0,1,0,16,8,5109,7663.5,0,-1,kaggle
1,10,8,5,8,16915.0,24388.5,0,1,0,24,5,8,3,14947.0,23404.5,0,0,0,21,3,656,984.0,0,1,kaggle
0,10,8,4,6,19744.0,26787.0,0,1,0,16,4,8,4,14086.0,23958.0,0,0,0,18,4,1886,2829.0,0,1,kaggle
1,10,12,7,12,20037.0,28582.5,0,0,0,18,7,12,8,17091.0,27109.5,1,1,0,40,5,982,1473.0,-1,-1,kaggle
1,10,8,7,10,16803.0,25825.5,0,1,0,18,7,8,3,18045.0,26446.5,1,0,0,16,1,-414,-621.0,-1,1,kaggle
0,10,6,4,7,16447.0,24136.5,0,0,0,18,4,6,4,15379.0,23602.5,0,1,0,18,2,356,534.0,0,-1,kaggle
0,10,8,10,13,16658.0,25761.0,0,1,0,15,10,8,13,18206.0,26535.0,0,0,0,14,-2,-516,-774.0,0,1,kaggle
0,10,3,7,2,12749.0,22441.5,0,1,0,19,7,3,5,19385.0,25759.5,0,0,0,45,-4,-2212,-3318.0,0,1,kaggle
1,10,7,9,8,15153.0,24114.0,0,0,0,21,9,7,11,17922.0,25498.5,0,1,0,18,-2,-923,-1384.5,0,-1,kaggle
0,10,5,9,3,14107.0,23857.5,0,0,0,14,9,5,5,19501.0,26554.5,0,1,0,18,-4,-1798,-2697.0,0,-1,kaggle
0,10,6,10,7,11079.0,22612.5,0,0,0,46,10,6,11,23067.0,28606.5,0,1,0,33,-4,-3996,-5994.0,0,-1,kaggle
1,10,7,6,9,16970.0,25066.5,0,0,0,21,6,7,3,16193.0,24678.0,0,0,0,17,1,259,388.5,0,0,kaggle
0,10,7,2,11,20429.0,26056.5,0,0,0,41,2,7,2,11255.0,21469.5,0,0,0,19,5,3058,4587.0,0,0,kaggle
0,10,3,4,5,14600.0,23305.5,0,0,0,15,4,3,5,17411.0,24711.0,0,1,0,21,-1,-937,-1405.5,0,-1,kaggle
0,10,2,12,2,8200.0,20626.5,0,0,0,15,12,2,15,24853.0,28953.0,1,1,0,17,-10,-5551,-8326.5,-1,-1,kaggle
1,10,8,1,10,23550.0,28332.0,0,0,0,17,1,8,1,9564.0,21339.0,0,0,0,13,7,4662,6993.0,0,0,kaggle
0,10,3,11,2,8150.0,20943.0,0,0,0,13,11,3,7,25586.0,29661.0,1,1,0,14,-8,-5812,-8718.0,-1,-1,kaggle
1,10,5,8,4,16634.0,25045.5,0,0,0,17,8,5,4,16823.0,25140.0,0,1,0,40,-3,-63,-94.5,0,-1,kaggle
0,10,4,8,3,14705.0,23722.5,0,1,0,21,8,4,10,18035.0,25387.5,0,0,0,21,-4,-1110,-1665.0,0,1,kaggle
1,10,6,4,5,18651.0,25570.5,0,0,0,16,4,6,5,13839.0,23164.5,0,1,0,14,2,1604,2406.0,0,-1,kaggle
0,10,5,13,2,11445.0,22677.0,0,0,0,16,13,5,11,22464.0,28186.5,0,1,0,13,-8,-3673,-5509.5,0,-1,kaggle
0,10,6,9,7,13778.0,24052.5,0,0,0,24,9,6,5,20549.0,27438.0,0,1,0,43,-3,-2257,-3385.5,0,-1,kaggle
1,10,8,3,7,16420.0,24337.5,0,1,0,20,3,8,4,15835.0,24045.0,0,0,0,17,5,195,292.5,0,1,kaggle
0,10,3,2,4,15039.0,22549.5,0,1,0,123,2,3,2,15021.0,22540.5,0,0,0,109,1,6,9.0,0,1,kaggle
0,10,8,10,11,16490.0,25596.0,0,0,0,20,10,8,14,18212.0,26457.0,0,1,0,28,-2,-574,-861.0,0,-1,kaggle
0,10,13,8,12,18511.0,27064.5,0,1,0,16,8,13,9,17107.0,26362.5,0,0,0,16,5,468,702.0,0,1,kaggle
0,10,5,4,7,15558.0,23565.0,0,0,0,22,4,5,5,16014.0,23793.0,0,1,0,20,1,-152,-228.0,0,-1,kaggle
0,10,6,0,7,20936.0,26214.0,0,0,0,16,0,6,0,10556.0,21024.0,0,1,0,19,6,3460,5190.0,0,-1,kaggle
1,10,1,7,1,12189.0,22117.5,0,0,0,39,7,1,9,19857.0,25951.5,0,0,0,26,-6,-2556,-3834.0,0,0,kaggle
0,10,6,9,8,14494.0,24078.0,0,1,0,19,9,6,9,19168.0,26415.0,0,0,0,19,-3,-1558,-2337.0,0,1,kaggle
1,10,10,2,14,23668.0,28332.0,0,1,0,17,2,10,2,9328.0,21162.0,0,0,0,16,8,4780,7170.0,0,1,kaggle
0,10,3,7,5,12900.0,23134.5,0,0,0,15,7,3,7,20469.0,26919.0,0,1,0,17,-4,-2523,-3784.5,0,-1,kaggle
0,10,7,7,6,13537.0,23890.5,0,1,0,19,7,7,13,20707.0,27475.5,0,0,0,15,0,-2390,-3585.0,0,1,kaggle
0,10,5,8,3,14389.0,23950.5,0,0,0,19,8,5,10,19123.0,26317.5,0,1,0,277,-3,-1578,-2367.0,0,-1,kaggle
1,10,13,9,13,22487.0,29893.5,0,1,0,151,9,13,14,14813.0,26056.5,0,0,0,39,4,2558,3837.0,0,1,kaggle
0,10,5,5,7,15964.0,24165.0,0,0,0,22,5,5,7,16402.0,24384.0,0,0,0,19,0,-146,-219.0,0,0,kaggle
1,10,9,8,9,19195.0,26446.5,0,0,0,20,8,9,7,14503.0,24100.5,0,0,0,18,1,1564,2346.0,0,0,kaggle
1,10,4,4,4,17597.0,24505.5,0,1,0,16,4,4,2,13817.0,22615.5,0,0,0,36,0,1260,1890.0,0,1,kaggle
1,10,6,5,8,18415.0,25039.5,0,1,0,15,5,6,2,13249.0,22456.5,0,0,0,15,1,1722,2583.0,0,1,kaggle
1,10,5,7,7,19445.0,27501.0,1,1,0,19,7,5,7,16112.0,25834.5,0,0,0,22,-2,1111,1666.5,1,1,kaggle
1,10,4,9,7,11467.0,21961.5,0,0,0,18,9,4,14,20989.0,26722.5,0,1,0,23,-5,-3174,-4761.0,0,-1,kaggle
0,10,2,4,2,13191.0,21786.0,0,0,0,13,4,2,2,17190.0,23785.5,0,0,0,17,-2,-1333,-1999.5,0,0,kaggle
0,10,6,5,10,17150.0,24166.5,0,0,0,20,5,6,3,14033.0,22608.0,0,1,0,17,1,1039,1558.5,0,-1,kaggle
0,10,3,9,4,11572.0,22926.0,0,0,0,20,9,3,6,22708.0,28494.0,0,1,0,41,-6,-3712,-5568.0,0,-1,kaggle
1,10,2,6,1,12408.0,21160.5,0,1,0,22,6,2,10,17505.0,23709.0,0,0,0,23,-4,-1699,-2548.5,0,1,kaggle
1,10,7,7,7,17781.0,25728.0,0,0,0,13,7,7,9,15894.0,24784.5,0,1,0,17,0,629,943.5,0,-1,kaggle
1,10,7,9,8,13681.0,24037.5,0,0,0,17,9,7,7,20713.0,27553.5,1,0,0,19,-2,-2344,-3516.0,-1,0,kaggle
1,10,2,3,2,15103.0,22695.0,0,1,0,18,3,2,3,15184.0,22735.5,0,0,0,14,-1,-27,-40.5,0,1,kaggle
0,10,7,5,11,16200.0,24345.0,0,0,0,17,5,7,5,16290.0,24390.0,0,0,0,16,2,-30,-45.0,0,0,kaggle
0,10,7,7,4,15902.0,24169.5,0,0,0,18,7,7,9,16535.0,24486.0,0,1,0,44,0,-211,-316.5,0,-1,kaggle
0,10,10,9,8,16780.0,26091.0,0,1,0,26,9,10,8,18622.0,27012.0,0,0,0,17,1,-614,-921.0,0,1,kaggle
0,10,2,9,0,9393.0,20704.5,0,1,0,16,9,2,3,22623.0,27319.5,0,0,0,13,-7,-4410,-6615.0,0,1,kaggle
0,10,3,9,2,9839.0,20839.5,0,0,0,18,9,3,11,22001.0,26920.5,0,1,0,21,-6,-4054,-6081.0,0,-1,kaggle
0,10,5,6,5,16235.0,24468.0,0,0,0,18,6,5,11,16466.0,24583.5,0,1,0,99,-1,-77,-115.5,0,-1,kaggle
1,10,11,6,15,20207.0,27307.5,0,1,0,41,6,11,9,14201.0,24304.5,0,0,0,44,5,2002,3003.0,0,1,kaggle
1,10,5,7,6,16390.0,24726.0,0,1,0,14,7,5,7,16672.0,24867.0,0,0,0,17,-2,-94,-141.0,0,1,kaggle
0,10,6,8,10,16832.0,24991.5,0,0,0,18,8,6,10,16319.0,24735.0,0,0,0,21,-2,171,256.5,0,0,kaggle
0,10,5,10,7,13282.0,23071.5,0,0,0,19,10,5,15,19579.0,26220.0,0,1,0,23,-5,-2099,-3148.5,0,-1,kaggle
0,10,13,6,14,22508.0,28851.0,0,1,0,13,6,13,6,12686.0,23940.0,0,0,0,20,7,3274,4911.0,0,1,kaggle
1,10,11,4,14,23903.0,29025.0,1,0,0,23,4,11,2,10244.0,22195.5,0,0,0,16,7,4553,6829.5,1,0,kaggle
0,10,5,6,3,18149.0,26083.5,1,0,0,43,6,5,6,15869.0,24943.5,0,1,0,16,-1,760,1140.0,1,-1,kaggle
0,10,8,6,9,16749.0,24207.0,0,1,0,15,6,8,5,14916.0,23290.5,0,0,0,13,2,611,916.5,0,1,kaggle
1,10,3,2,2,15627.0,22906.5,0,0,0,64,2,3,2,14559.0,22372.5,0,0,0,16,1,356,534.0,0,0,kaggle
1,10,10,9,7,17900.0,26376.0,0,0,0,36,9,10,8,16952.0,25902.0,0,0,0,41,1,316,474.0,0,0,kaggle
0,10,8,4,10,19258.0,25945.5,0,0,0,23,4,8,5,13375.0,23004.0,0,1,0,39,4,1961,2941.5,0,-1,kaggle
1,10,9,3,14,21975.0,26539.5,0,1,0,18,3,9,1,9129.0,20116.5,0,0,0,18,6,4282,6423.0,0,1,kaggle
1,10,4,7,5,13380.0,22054.5,0,0,0,19,7,4,15,17349.0,24039.0,0,0,0,43,-3,-1323,-1984.5,0,0,kaggle
1,10,6,6,12,17679.0,26091.0,0,0,0,18,6,6,9,16824.0,25663.5,0,0,0,17,0,285,427.5,0,0,kaggle
0,10,9,5,14,15271.0,24844.5,0,0,0,38,5,9,3,19147.0,26782.5,1,1,0,14,4,-1292,-1938.0,-1,-1,kaggle
0,10,4,2,3,14895.0,22905.0,0,0,0,12,2,4,1,16020.0,23467.5,0,1,0,10,2,-375,-562.5,0,-1,kaggle
0,10,3,6,3,13708.0,22359.0,0,0,0,19,6,3,1,17302.0,24156.0,0,0,0,20,-3,-1198,-1797.0,0,0,kaggle
1,10,14,3,8,23869.0,28627.5,0,1,0,14,3,14,2,9517.0,21451.5,0,0,0,15,11,4784,7176.0,0,1,kaggle
1,10,2,2,3,15281.0,22935.0,0,1,0,21,2,2,2,15308.0,22948.5,0,0,0,20,0,-9,-13.5,0,1,kaggle
0,10,4,8,7,13456.0,23335.5,0,0,0,21,8,4,11,19759.0,26487.0,0,1,0,21,-4,-2101,-3151.5,0,-1,kaggle
1,10,8,3,7,20107.0,25977.0,0,1,0,16,3,8,2,11740.0,21793.5,0,0,0,16,5,2789,4183.5,0,1,kaggle
0,10,7,6,5,16476.0,24538.5,0,0,0,17,6,7,7,16125.0,24363.0,0,1,0,15,1,117,175.5,0,-1,kaggle
0,10,3,8,4,10938.0,22083.0,0,0,0,15,8,3,12,22290.0,27759.0,0,1,0,21,-5,-3784,-5676.0,0,-1,kaggle
0,10,3,8,3,12105.0,22552.5,0,0,0,13,8,3,9,20895.0,26947.5,0,1,0,19,-5,-2930,-4395.0,0,-1,kaggle
0,10,2,9,2,11515.0,21994.5,0,0,0,16,9,2,13,20959.0,26716.5,0,1,0,19,-7,-3148,-4722.0,0,-1,kaggle
0,10,4,7,3,14033.0,23256.0,0,0,0,18,7,4,10,18446.0,25462.5,0,1,0,21,-3,-1471,-2206.5,0,-1,kaggle
0,10,4,6,2,17264.0,24694.5,0,0,0,17,6,4,7,14861.0,23493.0,0,1,0,10,-2,801,1201.5,0,-1,kaggle
1,10,7,8,6,17054.0,25513.5,0,0,0,30,8,7,9,16919.0,25446.0,0,0,0,23,-1,45,67.5,0,0,kaggle
1,10,6,6,6,16935.0,25299.0,0,0,0,17,6,6,9,16728.0,25195.5,0,1,0,19,0,69,103.5,0,-1,kaggle
0,10,6,3,4,18259.0,25473.0,0,0,0,17,3,6,4,14428.0,23557.5,0,1,0,56,3,1277,1915.5,0,-1,kaggle
0,10,3,12,5,10650.0,22576.5,0,0,0,16,12,3,12,23853.0,29178.0,0,0,0,17,-9,-4401,-6601.5,0,0,kaggle
0,10,10,3,11,22242.0,28078.5,0,0,0,19,3,10,2,11673.0,22794.0,0,1,0,14,7,3523,5284.5,0,-1,kaggle
0,10,7,13,11,11830.0,23311.5,0,0,0,19,13,7,16,22963.0,28878.0,0,0,0,16,-6,-3711,-5566.5,0,0,kaggle
1,10,14,10,24,22511.0,30171.0,0,1,0,20,10,14,9,15320.0,26575.5,0,0,0,21,4,2397,3595.5,0,1,kaggle
1,10,10,3,8,26454.0,30259.5,1,0,0,15,3,10,0,7611.0,20838.0,0,1,0,16,7,6281,9421.5,1,-1,kaggle
0,10,9,9,14,16054.0,25587.0,0,0,0,12,9,9,14,19066.0,27093.0,0,0,0,17,0,-1004,-1506.0,0,0,kaggle
0,10,11,6,17,23927.0,29850.0,1,1,0,17,6,11,9,11846.0,23809.5,0,0,0,22,5,4027,6040.5,1,1,kaggle
1,10,5,6,5,14703.0,23304.0,0,1,0,17,6,5,6,17202.0,24553.5,0,0,0,15,-1,-833,-1249.5,0,1,kaggle
0,10,5,11,5,13679.0,23919.0,0,0,0,12,11,5,14,20480.0,27319.5,0,1,0,21,-6,-2267,-3400.5,0,-1,kaggle
1,10,17,9,29,27073.0,33673.5,0,0,0,25,9,17,17,13201.0,26737.5,0,0,0,88,8,4624,6936.0,0,0,kaggle
0,10,6,9,8,11305.0,22630.5,0,0,0,14,9,6,10,22651.0,28303.5,0,1,0,15,-3,-3782,-5673.0,0,-1,kaggle
1,10,3,4,6,13498.0,21948.0,0,0,0,22,4,3,5,16900.0,23649.0,0,0,0,19,-1,-1134,-1701.0,0,0,kaggle
1,10,8,6,4,17838.0,25324.5,0,1,0,18,6,8,5,14973.0,23892.0,0,0,0,17,2,955,1432.5,0,1,kaggle
0,10,7,15,5,11581.0,23194.5,0,0,0,16,15,7,15,23227.0,29017.5,0,1,0,16,-8,-3882,-5823.0,0,-1,kaggle
0,10,5,4,6,15347.0,24237.0,0,0,0,21,4,5,2,17780.0,25453.5,1,1,0,19,1,-811,-1216.5,-1,-1,kaggle
1,10,4,7,6,13540.0,22942.5,0,0,0,19,7,4,13,18805.0,25575.0,0,0,0,22,-3,-1755,-2632.5,0,0,kaggle
1,10,8,6,5,19039.0,26310.0,0,0,0,37,6,8,4,14542.0,24061.5,0,0,0,18,2,1499,2248.5,0,0,kaggle
1,10,6,1,6,20281.0,25599.0,0,0,0,17,1,6,0,10636.0,20776.5,0,0,0,12,5,3215,4822.5,0,0,kaggle
0,10,5,5,6,14591.0,24165.0,0,0,0,28,5,5,10,19148.0,26443.5,0,1,0,25,0,-1519,-2278.5,0,-1,kaggle
1,10,9,5,6,20195.0,26560.5,0,0,0,19,5,9,5,12731.0,22828.5,0,0,0,17,4,2488,3732.0,0,0,kaggle
1,10,6,7,5,15794.0,24691.5,0,0,0,16,7,6,9,17795.0,25692.0,0,0,0,20,-1,-667,-1000.5,0,0,kaggle
0,10,5,4,4,16257.0,24643.5,0,0,0,18,4,5,5,16773.0,24901.5,0,0,0,19,1,-172,-258.0,0,0,kaggle
0,10,3,7,3,13523.0,23242.5,0,1,0,17,7,3,9,19439.0,26200.5,0,0,0,32,-4,-1972,-2958.0,0,1,kaggle
0,10,4,5,4,15479.0,23812.5,0,1,0,10,5,4,6,16667.0,24406.5,0,0,0,32,-1,-396,-594.0,0,1,kaggle
0,10,7,5,10,16934.0,24781.5,0,0,0,18,5,7,5,15695.0,24162.0,0,0,0,44,2,413,619.5,0,0,kaggle
1,10,7,6,10,17220.0,25171.5,0,0,0,43,6,7,6,15903.0,24513.0,0,1,0,17,1,439,658.5,0,-1,kaggle
0,10,10,4,12,20077.0,26622.0,0,0,0,20,4,10,4,13090.0,23128.5,0,0,0,18,6,2329,3493.5,0,0,kaggle
0,10,5,13,2,13399.0,24217.5,0,0,0,34,13,5,14,21637.0,28336.5,0,1,0,14,-8,-2746,-4119.0,0,-1,kaggle
0,10,3,6,3,14085.0,22573.5,0,0,0,16,6,3,4,16977.0,24019.5,0,1,0,19,-3,-964,-1446.0,0,-1,kaggle
1,10,8,4,13,19069.0,25068.0,0,1,0,23,4,8,3,11998.0,21532.5,0,0,0,57,4,2357,3535.5,0,1,kaggle
0,10,8,6,11,18678.0,26493.0,0,0,0,19,6,8,8,15630.0,24969.0,0,1,0,23,2,1016,1524.0,0,-1,kaggle
0,10,3,12,2,11237.0,22795.5,0,0,0,26,12,3,15,23117.0,28735.5,0,1,0,97,-9,-3960,-5940.0,0,-1,kaggle
1,10,6,3,6,20151.0,26406.0,0,1,0,59,3,6,2,12510.0,22585.5,0,0,0,36,3,2547,3820.5,0,1,kaggle
0,10,10,12,7,16137.0,26146.5,0,0,0,17,12,10,20,20019.0,28087.5,0,0,0,19,-2,-1294,-1941.0,0,0,kaggle
0,10,2,11,2,10460.0,21519.0,0,0,0,13,11,2,10,22118.0,27348.0,0,1,0,18,-9,-3886,-5829.0,0,-1,kaggle
0,10,8,3,8,20723.0,26434.5,0,1,0,17,3,8,2,11423.0,21784.5,0,0,0,28,5,3100,4650.0,0,1,kaggle
0,10,8,8,8,20557.0,28024.5,0,0,0,97,8,8,8,14935.0,25213.5,0,1,0,20,0,1874,2811.0,0,-1,kaggle
1,10,4,4,5,15807.0,23341.5,0,1,0,19,4,4,1,15069.0,22972.5,0,0,0,17,0,246,369.0,0,1,kaggle
0,10,10,10,11,17825.0,27258.0,0,1,0,18,10,10,10,18866.0,27778.5,0,0,0,18,0,-347,-520.5,0,1,kaggle
1,10,6,6,2,18689.0,25129.5,1,0,0,13,6,6,3,12881.0,22225.5,0,1,0,10,0,1936,2904.0,1,-1,kaggle
0,10,6,6,7,14834.0,23700.0,0,0,0,20,6,6,7,17732.0,25149.0,0,0,0,22,0,-966,-1449.0,0,0,kaggle
0,10,1,12,1,8102.0,20287.5,0,0,0,29,12,1,14,24371.0,28422.0,0,1,0,45,-11,-5423,-8134.5,0,-1,kaggle
1,10,5,3,5,17652.0,24627.0,0,0,0,41,3,5,3,13950.0,22776.0,0,1,0,32,2,1234,1851.0,0,-1,kaggle
0,10,3,4,2,14045.0,22300.5,0,0,0,18,4,3,4,16511.0,23533.5,0,0,0,40,-1,-822,-1233.0,0,0,kaggle
0,10,1,8,0,10930.0,21432.0,0,0,0,22,8,1,6,21004.0,26469.0,0,1,0,20,-7,-3358,-5037.0,0,-1,kaggle
1,10,6,5,7,15663.0,24159.0,0,0,0,22,5,6,6,16992.0,24823.5,0,1,0,19,1,-443,-664.5,0,-1,kaggle
0,10,7,7,4,15602.0,24102.0,0,0,0,16,7,7,9,17000.0,24801.0,0,0,0,22,0,-466,-699.0,0,0,kaggle
1,10,6,7,6,15367.0,24838.5,0,0,0,15,7,6,6,18943.0,26626.5,0,1,0,18,-1,-1192,-1788.0,0,-1,kaggle
1,10,5,5,5,16566.0,24582.0,0,1,0,22,5,5,5,16032.0,24315.0,0,0,0,23,0,178,267.0,0,1,kaggle
1,10,4,8,6,13042.0,22615.5,0,1,0,16,8,4,7,19147.0,25668.0,0,0,0,17,-4,-2035,-3052.5,0,1,kaggle
0,10,2,7,2,10527.0,22659.0,0,0,0,19,7,2,7,24264.0,29527.5,2,1,0,67,-5,-4579,-6868.5,-2,-1,kaggle
0,10,4,5,6,16646.0,24853.5,0,0,0,14,5,4,6,16415.0,24738.0,0,1,0,14,-1,77,115.5,0,-1,kaggle
1,10,9,6,11,17159.0,25294.5,0,1,0,18,6,9,3,16271.0,24850.5,0,0,0,14,3,296,444.0,0,1,kaggle
0,10,7,11,7,14000.0,24256.5,0,0,0,21,11,7,13,20513.0,27513.0,0,1,0,26,-4,-2171,-3256.5,0,-1,kaggle
1,10,7,1,12,20519.0,25723.5,0,1,0,14,1,7,0,10409.0,20668.5,0,0,0,15,6,3370,5055.0,0,1,kaggle
1,10,5,2,4,17794.0,24106.5,0,1,0,24,2,5,3,12625.0,21522.0,0,0,0,21,3,1723,2584.5,0,1,kaggle
1,10,8,4,12,21257.0,27747.0,0,0,0,19,4,8,2,12980.0,23608.5,0,1,0,18,4,2759,4138.5,0,-1,kaggle
0,10,3,7,3,13233.0,22404.0,0,0,0,16,7,3,7,18342.0,24958.5,0,0,0,21,-4,-1703,-2554.5,0,0,kaggle
1,10,12,6,17,21600.0,28351.5,0,1,0,15,6,12,8,13503.0,24303.0,0,0,0,14,6,2699,4048.5,0,1,kaggle
1,10,6,3,6,18573.0,24558.0,0,0,0,19,3,6,2,11970.0,21256.5,0,0,0,14,3,2201,3301.5,0,0,kaggle
