blue_win,game_duration,blue_kills,blue_deaths,blue_assists,blue_gold,blue_gold_15,blue_towers,blue_dragons,blue_barons,blue_vision_score,red_kills,red_deaths,red_assists,red_gold,red_gold_15,red_towers,red_dragons,red_barons,red_vision_score,kill_diff,gold_diff,gold_diff_15,tower_diff,dragon_diff,source
1,10,13,13,14,20515.0,29370.0,0,0,0,47,13,13,14,17710.0,27967.5,0,0,0,16,0,935,1402.5,0,0,kaggle
0,10,4,10,2,11742.0,22161.0,0,0,0,15,10,4,11,20838.0,26709.0,0,1,0,40,-6,-3032,-4548.0,0,-1,kaggle
1,10,8,7,11,17100.0,26287.5,0,1,0,29,7,8,6,18375.0,26925.0,0,0,0,25,1,-425,-637.5,0,1,kaggle
1,10,10,8,7,21645.0,28920.0,0,0,0,30,8,10,8,14550.0,25372.5,0,0,0,43,2,2365,3547.5,0,0,kaggle
1,10,7,4,5,21069.0,26893.5,0,1,0,97,4,7,4,11649.0,22183.5,0,0,0,21,3,3140,4710.0,0,1,kaggle
1,10,5,5,6,15209.0,23982.0,0,0,0,19,5,5,3,17546.0,25150.5,0,0,0,32,0,-779,-1168.5,0,0,kaggle
1,10,10,7,5,18904.0,25821.0,0,1,0,16,7,10,9,13834.0,23286.0,0,0,0,40,3,1690,2535.0,0,1,kaggle
1,10,6,2,6,17330.0,23845.5,0,1,0,42,2,6,1,13031.0,21696.0,0,0,0,20,4,1433,2149.5,0,1,kaggle
1,10,7,4,16,22005.0,27808.5,1,1,0,22,4,7,2,11607.0,22609.5,0,0,0,27,3,3466,5199.0,1,1,kaggle
1,10,10,4,14,20079.0,27198.0,0,1,0,23,4,10,3,14238.0,24277.5,0,0,0,27,6,1947,2920.5,0,1,kaggle
1,10,13,2,11,28006.0,32072.999999999996,1,1,0,15,2,13,4,8134.0,22137.0,0,0,0,16,11,6624,9935.999999999996,1,1,kaggle
1,10,8,2,7,19670.0,25516.5,0,1,0,25,2,8,2,11693.0,21528.0,0,0,0,41,6,2659,3988.5,0,1,kaggle
1,10,11,3,12,26481.0,30309.0,1,1,0,22,3,11,2,7656.0,20896.5,0,0,0,15,8,6275,9412.5,1,1,kaggle
1,10,9,6,6,19042.0,26509.5,0,1,0,21,6,9,7,14935.0,24456.0,0,0,0,22,3,1369,2053.5,0,1,kaggle
1,10,9,7,10,17405.0,25474.5,0,0,0,15,7,9,6,16139.0,24841.5,0,1,0,17,2,422,633.0,0,-1,kaggle
0,10,4,7,4,12858.0,22708.5,0,0,0,13,7,4,8,19701.0,26130.0,0,1,0,18,-3,-2281,-3421.5,0,-1,kaggle
1,10,10,6,11,19854.0,27198.0,0,1,0,43,6,10,8,14688.0,24615.0,0,0,0,25,4,1722,2583.0,0,1,kaggle
0,10,4,4,6,14272.0,23800.5,0,1,0,23,4,4,4,19057.0,26193.0,0,0,0,22,0,-1595,-2392.5,0,1,kaggle
1,10,4,6,6,15201.0,23896.5,0,1,0,23,6,4,7,17391.0,24991.5,0,0,0,20,-2,-730,-1095.0,0,1,kaggle
1,10,8,9,9,16442.0,26415.0,0,0,0,27,9,8,17,19946.0,28167.0,0,1,0,57,-1,-1168,-1752.0,0,-1,kaggle
1,10,9,4,14,20041.0,26242.5,0,0,0,18,4,9,2,12403.0,22423.5,0,0,0,17,5,2546,3819.0,0,0,kaggle
0,10,5,6,6,15391.0,24345.0,0,0,0,36,6,5,3,17908.0,25603.5,0,1,0,20,-1,-839,-1258.5,0,-1,kaggle
0,10,3,8,1,12179.0,21744.0,0,0,0,20,8,3,11,19130.0,25219.5,0,1,0,21,-5,-2317,-3475.5,0,-1,kaggle
0,10,6,5,7,15104.0,24012.0,0,0,0,26,5,6,4,17816.0,25368.0,0,0,0,92,1,-904,-1356.0,0,0,kaggle
0,10,7,10,9,16250.0,25384.5,0,0,0,22,10,7,13,18269.0,26394.0,0,1,0,50,-3,-673,-1009.5,0,-1,kaggle
1,10,9,4,9,23906.0,29193.0,0,1,0,52,4,9,3,10574.0,22527.0,0,0,0,40,5,4444,6666.0,0,1,kaggle
0,10,7,6,6,15239.0,24723.0,0,0,0,14,6,7,15,18968.0,26587.5,0,0,0,68,1,-1243,-1864.5,0,0,kaggle
1,10,5,9,5,13514.0,23388.0,0,0,0,19,9,5,6,19748.0,26505.0,0,0,0,25,-4,-2078,-3117.0,0,0,kaggle
0,10,8,9,12,16316.0,25902.0,1,1,0,20,9,8,7,19172.0,27330.0,0,0,0,20,-1,-952,-1428.0,1,1,kaggle
0,10,5,9,4,13035.0,22750.5,0,0,0,19,9,5,7,19431.0,25948.5,0,0,0,20,-4,-2132,-3198.0,0,0,kaggle
0,10,5,5,10,14832.0,23770.5,0,1,0,21,5,5,9,17877.0,25293.0,0,0,0,19,0,-1015,-1522.5,0,1,kaggle
0,10,7,4,8,16850.0,24499.5,0,0,0,22,4,7,4,15299.0,23724.0,0,1,0,19,3,517,775.5,0,-1,kaggle
1,10,5,9,6,13810.0,24048.0,0,0,0,21,9,5,10,20476.0,27381.0,0,1,0,16,-4,-2222,-3333.0,0,-1,kaggle
1,10,5,6,3,15554.0,23643.0,0,1,0,16,6,5,5,16178.0,23955.0,0,0,0,18,-1,-208,-312.0,0,1,kaggle
0,10,3,6,4,12236.0,22123.5,0,0,0,54,6,3,5,19775.0,25893.0,0,0,0,15,-3,-2513,-3769.5,0,0,kaggle
1,10,4,4,9,14804.0,23107.5,0,0,0,19,4,4,5,16607.0,24009.0,0,1,0,17,0,-601,-901.5,0,-1,kaggle
1,10,7,4,4,18528.0,25162.5,0,1,0,14,4,7,7,13269.0,22533.0,0,0,0,22,3,1753,2629.5,0,1,kaggle
0,10,2,3,1,13916.0,22000.5,0,1,0,15,3,2,5,16169.0,23127.0,0,0,0,15,-1,-751,-1126.5,0,1,kaggle
1,10,7,6,6,18839.0,26113.5,0,0,0,20,6,7,7,14549.0,23968.5,0,1,0,20,1,1430,2145.0,0,-1,kaggle
1,10,5,6,5,15237.0,23559.0,0,1,0,17,6,5,4,16644.0,24262.5,0,0,0,24,-1,-469,-703.5,0,1,kaggle
1,10,9,7,7,15367.0,24699.0,0,1,0,24,7,9,7,18664.0,26347.5,0,0,0,53,2,-1099,-1648.5,0,1,kaggle
1,10,12,5,12,25743.0,30285.0,1,0,0,18,5,12,4,9084.0,21955.5,0,1,0,18,7,5553,8329.5,1,-1,kaggle
1,10,9,4,13,19499.0,26112.0,0,0,0,20,4,9,2,13226.0,22975.5,0,0,0,82,5,2091,3136.5,0,0,kaggle
0,10,4,8,5,13640.0,23386.5,0,1,0,21,8,4,6,19493.0,26313.0,0,0,0,23,-4,-1951,-2926.5,0,1,kaggle
1,10,6,6,7,16506.0,24615.0,0,1,0,17,6,6,5,16218.0,24471.0,0,0,0,17,0,96,144.0,0,1,kaggle
0,10,9,6,9,19616.0,26781.0,0,0,0,20,6,9,7,14330.0,24138.0,0,0,0,18,3,1762,2643.0,0,0,kaggle
1,10,8,2,9,20325.0,25864.5,0,0,0,18,2,8,0,11079.0,21241.5,0,0,0,51,6,3082,4623.0,0,0,kaggle
1,10,9,3,17,19595.0,25480.5,0,1,0,72,3,9,5,11771.0,21568.5,0,0,0,26,6,2608,3912.0,0,1,kaggle
0,10,5,3,3,13358.0,22227.0,0,0,0,18,3,5,3,17738.0,24417.0,0,0,0,15,2,-1460,-2190.0,0,0,kaggle
1,10,11,3,11,22417.0,27949.5,0,1,0,18,3,11,3,11065.0,22273.5,0,0,0,16,8,3784,5676.0,0,1,kaggle
0,10,10,12,8,15513.0,26349.0,0,0,0,17,12,10,12,21672.0,29428.5,0,1,0,18,-2,-2053,-3079.5,0,-1,kaggle
0,10,4,7,4,12936.0,22434.0,0,0,0,17,7,4,2,18996.0,25464.0,0,0,0,20,-3,-2020,-3030.0,0,0,kaggle
0,10,8,6,9,19343.0,27309.0,0,1,0,16,6,8,6,15932.0,25603.5,0,0,0,16,2,1137,1705.5,0,1,kaggle
0,10,6,8,11,14197.0,23637.0,0,0,0,19,8,6,9,18880.0,25978.5,0,0,0,18,-2,-1561,-2341.5,0,0,kaggle
0,10,1,4,1,15034.0,23448.0,0,0,0,22,4,1,6,16828.0,24345.0,0,1,0,20,-3,-598,-897.0,0,-1,kaggle
0,10,7,9,8,14449.0,24417.0,0,0,0,14,9,7,10,19936.0,27160.5,0,1,0,16,-2,-1829,-2743.5,0,-1,kaggle
1,10,11,4,10,19167.0,25696.5,0,1,0,59,4,11,3,13059.0,22642.5,0,0,0,18,7,2036,3054.0,0,1,kaggle
1,10,8,10,9,15414.0,25192.5,0,1,0,12,10,8,9,19557.0,27264.0,0,0,0,14,-2,-1381,-2071.5,0,1,kaggle
1,10,12,7,20,21317.0,28605.0,0,1,0,27,7,12,9,14576.0,25234.5,0,0,0,23,5,2247,3370.5,0,1,kaggle
1,10,5,5,5,15193.0,23989.5,0,1,0,16,5,5,6,17593.0,25189.5,0,0,0,18,0,-800,-1200.0,0,1,kaggle
0,10,6,6,6,14889.0,23572.5,0,0,0,14,6,6,7,17367.0,24811.5,0,0,0,13,0,-826,-1239.0,0,0,kaggle
1,10,11,3,9,22863.0,27874.5,0,1,0,20,3,11,2,10023.0,21454.5,0,0,0,18,8,4280,6420.0,0,1,kaggle
0,10,9,9,11,15875.0,25272.0,0,1,0,16,9,9,12,18794.0,26731.5,0,0,0,19,0,-973,-1459.5,0,1,kaggle
1,10,8,4,11,19873.0,26854.5,0,1,0,39,4,8,4,13963.0,23899.5,0,0,0,16,4,1970,2955.0,0,1,kaggle
1,10,3,6,5,12866.0,22086.0,0,0,0,21,6,3,7,18440.0,24873.0,0,1,0,18,-3,-1858,-2787.0,0,-1,kaggle
0,10,8,11,9,14504.0,24556.5,0,0,0,19,11,8,11,20105.0,27357.0,0,1,0,20,-3,-1867,-2800.5,0,-1,kaggle
1,10,7,9,14,15887.0,24856.5,0,1,0,18,9,7,16,17939.0,25882.5,0,0,0,15,-2,-684,-1026.0,0,1,kaggle
1,10,4,9,6,12389.0,23167.5,0,0,0,21,9,4,8,21557.0,27751.5,0,1,0,48,-5,-3056,-4584.0,0,-1,kaggle
0,10,4,10,2,9650.0,20970.0,0,0,0,16,10,4,12,22640.0,27465.0,0,0,0,25,-6,-4330,-6495.0,0,0,kaggle
1,10,11,13,6,16636.0,26976.0,0,0,0,20,13,11,10,20680.0,28998.0,0,1,0,21,-2,-1348,-2022.0,0,-1,kaggle
1,10,8,6,11,19388.0,26382.0,0,0,0,33,6,8,9,13988.0,23682.0,0,1,0,14,2,1800,2700.0,0,-1,kaggle
0,10,6,5,8,16835.0,24489.0,0,0,0,17,5,6,1,15308.0,23725.5,0,1,0,18,1,509,763.5,0,-1,kaggle
0,10,7,4,9,19493.0,26415.0,0,0,0,21,4,7,4,13844.0,23590.5,0,0,0,18,3,1883,2824.5,0,0,kaggle
0,10,8,8,9,18132.0,25857.0,0,0,0,26,8,8,10,15450.0,24516.0,0,0,0,17,0,894,1341.0,0,0,kaggle
0,10,6,10,3,12542.0,23403.0,0,1,0,22,10,6,7,21722.0,27993.0,0,0,0,26,-4,-3060,-4590.0,0,1,kaggle
0,10,7,9,8,12245.0,23422.5,0,0,0,18,9,7,7,22355.0,28477.5,0,0,0,22,-2,-3370,-5055.0,0,0,kaggle
0,10,6,5,7,14686.0,22707.0,0,1,0,19,5,6,5,16042.0,23385.0,0,0,0,21,1,-452,-678.0,0,1,kaggle
1,10,8,5,8,19811.0,27031.5,0,1,0,18,5,8,4,14441.0,24346.5,0,0,0,26,3,1790,2685.0,0,1,kaggle
0,10,2,1,5,15853.0,22594.5,0,0,0,21,1,2,0,13483.0,21409.5,0,1,0,21,1,790,1185.0,0,-1,kaggle
1,10,7,5,8,18106.0,26341.5,0,1,0,21,5,7,1,16471.0,25524.0,1,0,0,17,2,545,817.5,-1,1,kaggle
1,10,7,1,10,21214.0,26544.0,0,0,0,48,1,7,1,10660.0,21267.0,0,1,0,32,6,3518,5277.0,0,-1,kaggle
1,10,5,4,5,17328.0,24822.0,0,1,0,18,4,5,5,14988.0,23652.0,0,0,0,34,1,780,1170.0,0,1,kaggle
0,10,3,2,2,13852.0,21915.0,0,1,0,16,2,3,2,16126.0,23052.0,0,0,0,33,1,-758,-1137.0,0,1,kaggle
1,10,17,6,26,25169.0,30906.0,0,0,0,60,6,17,6,11474.0,24058.5,0,1,0,28,11,4565,6847.5,0,-1,kaggle
0,10,9,6,8,18424.0,26547.0,0,1,0,57,6,9,5,16246.0,25458.0,0,0,0,18,3,726,1089.0,0,1,kaggle
0,10,4,4,3,13767.0,22531.5,0,0,0,15,4,4,5,17529.0,24412.5,0,1,0,39,0,-1254,-1881.0,0,-1,kaggle
0,10,3,7,2,14019.0,22839.0,0,0,0,16,7,3,7,17640.0,24649.5,0,0,0,23,-4,-1207,-1810.5,0,0,kaggle
0,10,3,4,4,18231.0,25596.0,1,0,0,32,4,3,5,14730.0,23845.5,0,1,0,16,-1,1167,1750.5,1,-1,kaggle
0,10,1,3,1,15042.0,22831.5,0,0,0,22,3,1,4,15579.0,23100.0,0,1,0,18,-2,-179,-268.5,0,-1,kaggle
0,10,10,4,9,20335.0,26958.0,0,0,0,34,4,10,3,13246.0,23413.5,0,0,0,18,6,2363,3544.5,0,0,kaggle
1,10,9,7,9,18998.0,27226.5,0,0,0,20,7,9,9,16457.0,25956.0,0,0,0,19,2,847,1270.5,0,0,kaggle
1,10,13,2,16,25395.0,29659.5,0,1,0,20,2,13,4,8529.0,21226.5,0,0,0,16,11,5622,8433.0,0,1,kaggle
1,10,5,4,5,16729.0,24393.0,0,0,0,16,4,5,4,15328.0,23692.5,0,0,0,16,1,467,700.5,0,0,kaggle
0,10,7,7,8,16929.0,25566.0,0,1,0,20,7,7,7,17274.0,25738.5,0,0,0,12,0,-115,-172.5,0,1,kaggle
1,10,7,1,9,21074.0,26343.0,0,0,0,25,1,7,2,10538.0,21075.0,0,1,0,18,6,3512,5268.0,0,-1,kaggle
0,10,3,6,4,11519.0,21546.0,0,0,0,18,6,3,5,20054.0,25813.5,0,1,0,20,-3,-2845,-4267.5,0,-1,kaggle
1,10,9,2,10,21931.0,26782.5,0,0,0,26,2,9,1,9703.0,20668.5,0,1,0,46,7,4076,6114.0,0,-1,kaggle
1,10,6,9,6,14068.0,23811.0,0,1,0,23,9,6,11,19486.0,26520.0,0,0,0,25,-3,-1806,-2709.0,0,1,kaggle
1,10,6,7,6,16665.0,25321.5,0,0,0,17,7,6,6,17313.0,25645.5,0,0,0,15,-1,-216,-324.0,0,0,kaggle
0,10,11,5,8,19695.0,27090.0,0,0,0,18,5,11,3,14790.0,24637.5,0,0,0,15,6,1635,2452.5,0,0,kaggle
0,10,4,10,2,12025.0,22659.0,0,0,0,19,10,4,14,21268.0,27280.5,0,0,0,21,-6,-3081,-4621.5,0,0,kaggle
1,10,4,1,3,19165.0,24681.0,0,0,0,32,1,4,1,11032.0,20614.5,0,0,0,123,3,2711,4066.5,0,0,kaggle
1,10,8,1,13,23432.0,27117.0,0,1,0,19,1,8,0,7370.0,19086.0,0,0,0,19,7,5354,8031.0,0,1,kaggle
0,10,4,5,4,15112.0,22950.0,0,0,0,19,5,4,5,15676.0,23232.0,0,0,0,22,-1,-188,-282.0,0,0,kaggle
1,10,7,3,1,22902.0,28378.5,1,1,0,15,3,7,5,10953.0,22404.0,0,0,0,59,4,3983,5974.5,1,1,kaggle
1,10,2,4,4,14380.0,23347.5,0,0,0,19,4,2,8,17935.0,25125.0,0,1,0,23,-2,-1185,-1777.5,0,-1,kaggle
1,10,11,2,17,22813.0,27829.5,0,1,0,14,2,11,1,10033.0,21439.5,0,0,0,15,9,4260,6390.0,0,1,kaggle
1,10,3,3,2,17474.0,24958.5,0,0,0,18,3,3,4,14969.0,23706.0,0,1,0,41,0,835,1252.5,0,-1,kaggle
1,10,8,6,7,21152.0,27409.5,0,0,0,25,6,8,7,12515.0,23091.0,0,0,0,18,2,2879,4318.5,0,0,kaggle
1,10,6,8,5,16153.0,24840.0,0,0,0,13,8,6,7,17374.0,25450.5,0,1,0,49,-2,-407,-610.5,0,-1,kaggle
0,10,5,10,7,8037.0,20613.0,0,0,0,13,10,5,11,25152.0,29170.5,0,1,0,14,-5,-5705,-8557.5,0,-1,kaggle
0,10,9,5,12,18795.0,26287.5,0,1,0,19,5,9,2,14985.0,24382.5,0,0,0,39,4,1270,1905.0,0,1,kaggle
0,10,4,9,5,11919.0,22684.5,0,1,0,22,9,4,16,21531.0,27490.5,0,0,0,15,-5,-3204,-4806.0,0,1,kaggle
0,10,4,7,4,10759.0,22029.0,0,0,0,15,7,4,4,22540.0,27919.5,1,0,0,16,-3,-3927,-5890.5,-1,0,kaggle
1,10,8,7,12,17035.0,25435.5,0,1,0,32,7,8,11,16801.0,25318.5,0,0,0,18,1,78,117.0,0,1,kaggle
1,10,4,2,3,18585.0,25194.0,0,0,0,13,2,4,4,13218.0,22510.5,0,0,0,19,2,1789,2683.5,0,0,kaggle
0,10,10,7,12,20169.0,27888.0,0,0,0,86,7,10,4,15438.0,25522.5,0,1,0,17,3,1577,2365.5,0,-1,kaggle
0,10,8,4,10,17001.0,24616.5,0,0,0,41,4,8,4,15231.0,23731.5,0,0,0,21,4,590,885.0,0,0,kaggle
0,10,5,4,4,15346.0,23595.0,0,0,0,29,4,5,3,16498.0,24171.0,0,1,0,11,1,-384,-576.0,0,-1,kaggle
1,10,4,5,2,16617.0,24453.0,0,1,0,26,5,4,3,15672.0,23980.5,0,0,0,16,-1,315,472.5,0,1,kaggle
0,10,4,2,2,16027.0,23170.5,0,0,0,21,2,4,2,14287.0,22300.5,0,1,0,24,2,580,870.0,0,-1,kaggle
1,10,6,3,7,19169.0,25948.5,1,0,0,18,3,6,4,13559.0,23143.5,0,1,0,19,3,1870,2805.0,1,-1,kaggle
1,10,8,3,8,20808.0,26250.0,0,1,0,20,3,8,3,10884.0,21288.0,0,0,0,9,5,3308,4962.0,0,1,kaggle
0,10,4,7,5,13117.0,23488.5,0,1,0,15,7,4,15,20743.0,27301.5,1,0,0,14,-3,-2542,-3813.0,-1,1,kaggle
0,10,7,6,8,16655.0,24429.0,0,0,0,18,6,7,8,15548.0,23875.5,0,0,0,16,1,369,553.5,0,0,kaggle
0,10,3,2,6,15522.0,23002.5,0,1,0,26,2,3,1,14961.0,22722.0,0,0,0,21,1,187,280.5,0,1,kaggle
0,10,8,5,6,18853.0,26616.0,0,1,0,18,5,8,3,15526.0,24952.5,0,0,0,15,3,1109,1663.5,0,1,kaggle
1,10,9,6,10,19164.0,26388.0,0,1,0,17,6,9,9,14448.0,24030.0,0,0,0,20,3,1572,2358.0,0,1,kaggle
0,10,3,9,4,13652.0,23598.0,0,1,0,24,9,3,12,19892.0,26718.0,0,0,0,16,-6,-2080,-3120.0,0,1,kaggle
0,10,5,11,6,13615.0,24816.0,0,0,0,27,11,5,17,22402.0,29209.5,0,1,0,16,-6,-2929,-4393.5,0,-1,kaggle
1,10,11,11,14,20354.0,28369.5,0,0,0,86,11,11,11,16031.0,26208.0,0,1,0,18,0,1441,2161.5,0,-1,kaggle
1,10,6,5,5,17630.0,25135.5,0,0,0,21,5,6,7,15011.0,23826.0,0,0,0,15,1,873,1309.5,0,0,kaggle
1,10,4,8,2,15519.0,24228.0,0,0,0,18,8,4,14,17418.0,25177.5,0,1,0,141,-4,-633,-949.5,0,-1,kaggle
0,10,2,2,2,13667.0,21757.5,0,0,0,90,2,2,1,16181.0,23014.5,0,1,0,21,0,-838,-1257.0,0,-1,kaggle
1,10,4,6,6,14477.0,23362.5,0,0,0,14,6,4,10,17771.0,25009.5,0,0,0,18,-2,-1098,-1647.0,0,0,kaggle
0,10,6,5,12,20096.0,27280.5,0,0,0,54,5,6,4,14369.0,24417.0,0,1,0,19,1,1909,2863.5,0,-1,kaggle
1,10,8,10,3,15097.0,25011.0,0,0,0,16,10,8,11,19828.0,27376.5,0,0,0,82,-2,-1577,-2365.5,0,0,kaggle
0,10,8,8,8,15300.0,24042.0,0,1,0,15,8,8,7,17484.0,25134.0,0,0,0,16,0,-728,-1092.0,0,1,kaggle
0,10,5,6,6,16299.0,24235.5,0,0,0,14,6,5,6,15873.0,24022.5,0,1,0,117,-1,142,213.0,0,-1,kaggle
0,10,6,9,5,13704.0,23659.5,0,0,0,16,9,6,11,19911.0,26763.0,0,1,0,14,-3,-2069,-3103.5,0,-1,kaggle
1,10,4,3,5,18935.0,25893.0,0,0,0,14,3,4,2,13916.0,23383.5,0,1,0,13,1,1673,2509.5,0,-1,kaggle
0,10,3,10,3,9282.0,21550.5,0,1,0,22,10,3,13,24537.0,29178.0,0,0,0,22,-7,-5085,-7627.5,0,1,kaggle
1,10,5,4,10,15724.0,23080.5,0,1,0,22,4,5,4,14713.0,22575.0,0,0,0,27,1,337,505.5,0,1,kaggle
1,10,3,4,1,15093.0,22989.0,0,1,0,51,4,3,5,15792.0,23338.5,0,0,0,23,-1,-233,-349.5,0,1,kaggle
1,10,7,4,11,17787.0,25300.5,0,0,0,20,4,7,6,15027.0,23920.5,0,1,0,20,3,920,1380.0,0,-1,kaggle
1,10,3,3,0,13084.0,21243.0,0,1,0,41,3,3,4,16318.0,22860.0,0,0,0,15,0,-1078,-1617.0,0,1,kaggle
0,10,5,5,6,16236.0,24379.5,0,1,0,18,5,5,2,16287.0,24405.0,0,0,0,17,0,-17,-25.5,0,1,kaggle
0,10,1,9,2,9664.0,21061.5,0,1,0,16,9,1,5,22795.0,27627.0,0,0,0,19,-8,-4377,-6565.5,0,1,kaggle
1,10,8,4,9,20614.0,27076.5,0,0,0,16,4,8,4,12925.0,23232.0,0,0,0,16,4,2563,3844.5,0,0,kaggle
1,10,4,3,5,17695.0,24661.5,0,0,0,59,3,4,4,13933.0,22780.5,0,0,0,21,1,1254,1881.0,0,0,kaggle
0,10,4,4,7,15636.0,24235.5,0,1,0,21,4,4,3,17199.0,25017.0,0,0,0,26,0,-521,-781.5,0,1,kaggle
0,10,10,6,9,23180.0,29689.5,1,0,0,16,6,10,9,13019.0,24609.0,0,1,0,56,4,3387,5080.5,1,-1,kaggle
1,10,7,8,8,15788.0,24426.0,0,1,0,34,8,7,7,17276.0,25170.0,0,0,0,41,-1,-496,-744.0,0,1,kaggle
0,10,5,11,4,12101.0,23425.5,0,0,0,108,11,5,6,22649.0,28699.5,0,0,0,14,-6,-3516,-5274.0,0,0,kaggle
1,10,6,7,4,18840.0,25891.5,0,1,0,23,7,6,9,14103.0,23523.0,0,0,0,22,-1,1579,2368.5,0,1,kaggle
0,10,8,9,9,16638.0,26077.5,0,1,0,18,9,8,12,18879.0,27198.0,0,0,0,20,-1,-747,-1120.5,0,1,kaggle
1,10,15,9,14,22579.0,30201.0,0,0,0,21,9,15,7,15244.0,26533.5,0,0,0,14,6,2445,3667.5,0,0,kaggle
1,10,3,2,4,14689.0,22300.5,0,1,0,19,2,3,2,15223.0,22567.5,0,0,0,21,1,-178,-267.0,0,1,kaggle
0,10,4,7,5,13468.0,22968.0,0,0,0,13,7,4,10,19000.0,25734.0,0,0,0,16,-3,-1844,-2766.0,0,0,kaggle
1,10,2,3,2,13835.0,22222.5,0,1,0,17,3,2,0,16775.0,23692.5,0,0,0,18,-1,-980,-1470.0,0,1,kaggle
0,10,5,2,6,20306.0,26266.5,0,0,0,16,2,5,2,11921.0,22074.0,0,1,0,14,3,2795,4192.5,0,-1,kaggle
0,10,8,14,10,15062.0,25735.5,0,0,0,23,14,8,15,21347.0,28878.0,0,0,0,22,-6,-2095,-3142.5,0,0,kaggle
0,10,12,12,16,19515.0,28071.0,0,0,0,15,12,12,12,17112.0,26869.5,0,0,0,19,0,801,1201.5,0,0,kaggle
1,10,8,10,5,16630.0,25704.0,0,1,0,15,10,8,7,18148.0,26463.0,0,0,0,17,-2,-506,-759.0,0,1,kaggle
1,10,8,7,7,17671.0,25449.0,0,0,0,20,7,8,5,15556.0,24391.5,0,1,0,20,1,705,1057.5,0,-1,kaggle
1,10,7,6,7,17655.0,25422.0,0,0,0,22,6,7,6,15534.0,24361.5,0,0,0,15,1,707,1060.5,0,0,kaggle
1,10,7,3,8,19650.0,26328.0,0,0,0,58,3,7,3,13356.0,23181.0,0,1,0,16,4,2098,3147.0,0,-1,kaggle
1,10,10,5,13,19621.0,26911.5,0,0,0,25,5,10,5,14581.0,24391.5,0,0,0,23,5,1680,2520.0,0,0,kaggle
0,10,4,8,2,16034.0,24501.0,1,0,0,22,8,4,7,16934.0,24951.0,0,1,0,19,-4,-300,-450.0,1,-1,kaggle
0,10,1,10,2,6802.0,20013.0,0,0,0,17,10,1,13,26422.0,29823.0,0,1,0,36,-9,-6540,-9810.0,0,-1,kaggle
1,10,8,5,9,19402.0,27021.0,0,1,0,13,5,8,5,15238.0,24939.0,0,0,0,37,3,1388,2082.0,0,1,kaggle
0,10,2,7,2,13956.0,22671.0,0,0,0,17,7,2,6,17430.0,24408.0,0,1,0,18,-5,-1158,-1737.0,0,-1,kaggle
0,10,6,8,8,19853.0,27351.0,1,0,0,16,8,6,5,14996.0,24922.5,0,0,0,20,-2,1619,2428.5,1,0,kaggle
0,10,4,6,3,15762.0,24091.5,0,1,0,18,6,4,5,16659.0,24540.0,0,0,0,14,-2,-299,-448.5,0,1,kaggle
0,10,6,2,4,17004.0,23742.0,0,0,0,14,2,6,2,13476.0,21978.0,0,1,0,17,4,1176,1764.0,0,-1,kaggle
0,10,3,5,3,14824.0,23650.5,0,0,0,15,5,3,5,17653.0,25065.0,0,1,0,18,-2,-943,-1414.5,0,-1,kaggle
0,10,7,8,5,15011.0,24690.0,0,1,0,40,8,7,4,19358.0,26863.5,0,0,0,15,-1,-1449,-2173.5,0,1,kaggle
0,10,4,8,3,14607.0,24207.0,0,0,0,16,8,4,7,19200.0,26503.5,0,0,0,23,-4,-1531,-2296.5,0,0,kaggle
0,10,7,8,6,15810.0,24723.0,0,1,0,20,8,7,13,17826.0,25731.0,0,0,0,19,-1,-672,-1008.0,0,1,kaggle
0,10,5,5,8,15272.0,23484.0,0,0,0,15,5,5,2,16424.0,24060.0,0,1,0,14,0,-384,-576.0,0,-1,kaggle
0,10,8,2,7,19766.0,25921.5,0,0,0,20,2,8,4,12311.0,22194.0,0,1,0,18,6,2485,3727.5,0,-1,kaggle
1,10,7,3,6,22392.0,27292.5,0,1,0,42,3,7,1,9801.0,20997.0,0,0,0,17,4,4197,6295.5,0,1,kaggle
0,10,1,3,2,12310.0,21081.0,0,0,0,15,3,1,3,17542.0,23697.0,0,1,0,19,-2,-1744,-2616.0,0,-1,kaggle
0,10,8,8,13,17845.0,25786.5,0,0,0,68,8,8,9,15883.0,24805.5,0,1,0,16,0,654,981.0,0,-1,kaggle
1,10,12,3,12,23615.0,28839.0,0,1,0,15,3,12,5,10448.0,22255.5,0,0,0,19,9,4389,6583.5,0,1,kaggle
1,10,12,4,13,22397.0,28057.5,0,1,0,17,4,12,5,11321.0,22519.5,0,0,0,14,8,3692,5538.0,0,1,kaggle
1,10,6,4,7,16229.0,24085.5,0,1,0,19,4,6,7,15713.0,23827.5,0,0,0,18,2,172,258.0,0,1,kaggle
0,10,5,6,3,15234.0,23583.0,0,0,0,21,6,5,7,16698.0,24315.0,0,1,0,19,-1,-488,-732.0,0,-1,kaggle
0,10,5,8,7,13722.0,23269.5,0,0,0,14,8,5,14,19095.0,25956.0,0,1,0,11,-3,-1791,-2686.5,0,-1,kaggle
0,10,5,9,3,11739.0,22446.0,0,0,0,14,9,5,6,21414.0,27283.5,0,1,0,15,-4,-3225,-4837.5,0,-1,kaggle
1,10,8,4,6,19045.0,25017.0,0,1,0,24,4,8,3,11944.0,21466.5,0,0,0,29,4,2367,3550.5,0,1,kaggle
